"KEY","CODE","DESCRIPTION","TABLE_NAME","TEXT","TITLE",
"expansionSwitchesAndAdjustmentSwitches","Pr_20_76_70_28","","Pr Products","expansion switches and adjustment switches","Expansion switches and adjustment switches",
"flatBottomRails","Pr_20_76_70_30","","Pr Products","flat bottom rails","Flat bottom rails",
"groovedRails","Pr_20_76_70_34","","Pr Products","grooved rails","Grooved rails",
"particleMagnets","Pr_20_76_70_60","","Pr Products","particle magnets","Particle magnets",
"railDampers","Pr_20_76_70_67","","Pr Products","rail dampers","Rail dampers",
"railGrooveDrains","Pr_20_76_70_69","","Pr Products","rail groove drains","Rail groove drains",
"railTrackTieBars","Pr_20_76_70_70","","Pr Products","rail track tie bars","Rail track tie bars",
"railSectionConvertors","Pr_20_76_70_71","","Pr Products","rail section convertors","Rail section convertors",
"slipperRuns","Pr_20_76_70_80","","Pr Products","slipper runs","Slipper runs",
"transitionRails","Pr_20_76_70_90","","Pr Products","transition rails","Transition rails",
"railwayJunctionWorks","Pr_20_76_71","","Pr Products","railway junction works","Railway junction works",
"commonCrossings","Pr_20_76_71_15","","Pr Products","common crossings","Common crossings",
"crossovers","Pr_20_76_71_17","","Pr Products","crossovers","Crossovers",
"derailers","Pr_20_76_71_21","","Pr Products","derailers","Derailers",
"diamondCrossings","Pr_20_76_71_23","","Pr Products","diamond crossings","Diamond crossings",
"doubleSlips","Pr_20_76_71_24","","Pr Products","double slips","Double slips",
"moveableRailCrossings","Pr_20_76_71_50","","Pr Products","moveable rail crossings","Moveable rail crossings",
"obtuseCrossings","Pr_20_76_71_58","","Pr Products","obtuse crossings","Obtuse crossings",
"scissorCrossovers","Pr_20_76_71_76","","Pr Products","scissor crossovers","Scissor crossovers",
"singleSlips","Pr_20_76_71_78","","Pr Products","single slips","Single slips",
"switchRollers","Pr_20_76_71_79","","Pr Products","switch rollers","Switch rollers",
"stretcherBars","Pr_20_76_71_80","","Pr Products","stretcher bars","Stretcher bars",
"stretcherBarBrackets","Pr_20_76_71_81","","Pr Products","stretcher bar brackets","Stretcher bar brackets",
"stretcherDriveBrackets","Pr_20_76_71_82","","Pr Products","stretcher drive brackets","Stretcher drive brackets",
"swingNoseCrossings","Pr_20_76_71_83","","Pr Products","swing nose crossings","Swing nose crossings",
"switchAndStockRails","Pr_20_76_71_84","","Pr Products","switch and stock rails","Switch and stock rails",
"switchDiamonds","Pr_20_76_71_85","","Pr Products","switch diamonds","Switch diamonds",
"switchSupplementaryDrives","Pr_20_76_71_86","","Pr Products","switch supplementary drives","Switch supplementary drives",
"tandemTurnouts","Pr_20_76_71_87","","Pr Products","tandem turnouts","Tandem turnouts",
"trapSwitches","Pr_20_76_71_90","","Pr Products","trap switches","Trap switches",
"turnouts","Pr_20_76_71_91","","Pr Products","turnouts","Turnouts",
"shaftStructureProducts","Pr_20_76_78","","Pr Products","shaft structure products","Shaft structure products",
"concreteCaissonRings","Pr_20_76_78_12","","Pr Products","concrete caisson rings","Concrete caisson rings",
"concreteShaftCoverSlabs","Pr_20_76_78_14","","Pr Products","concrete shaft cover slabs","Concrete shaft cover slabs",
"concreteShaftLandingSlabs","Pr_20_76_78_16","","Pr Products","concrete shaft landing slabs","Concrete shaft landing slabs",
"precastConcreteShaftUnits","Pr_20_76_78_65","","Pr Products","precast concrete shaft units","Precast concrete shaft units",
"timberSections","Pr_20_76_88","","Pr Products","timber sections","Timber sections",
"cleftChestnutPales","Pr_20_76_88_14","","Pr Products","cleft chestnut pales","Cleft chestnut pales",
"hardwoodCappingAndCounterFencingRails","Pr_20_76_88_32","","Pr Products","hardwood capping and counter fencing rails","Hardwood capping and counter fencing rails",
"hardwoodComponentsForFencingAndBarriers","Pr_20_76_88_33","","Pr Products","hardwood components for fencing and barriers","Hardwood components for fencing and barriers",
"hardwoodFencingRails","Pr_20_76_88_34","","Pr Products","hardwood fencing rails","Hardwood fencing rails",
"hardwoodGravityBattens","Pr_20_76_88_36","","Pr Products","hardwood gravity battens","Hardwood gravity battens",
"bitumenRubberEmulsionAdhesives","Pr_20_31_02_09","","Pr Products","bitumen rubber emulsion adhesives","Bitumen rubber emulsion adhesives",
"caseinAdhesives","Pr_20_31_02_11","","Pr Products","casein adhesives","Casein adhesives",
"cementitiousAdhesives","Pr_20_31_02_12","","Pr Products","cementitious adhesives","Cementitious adhesives",
"cementitiousBondingCompounds","Pr_20_31_02_13","","Pr Products","cementitious bonding compounds","Cementitious bonding compounds",
"coldAppliedBitumenBondingCompounds","Pr_20_31_02_15","","Pr Products","cold-applied bitumen bonding compounds","Cold-applied bitumen bonding compounds",
"coldWaterPastes","Pr_20_31_02_18","","Pr Products","cold water pastes","Cold water pastes",
"dampProofCourseJointSealerAdhesives","Pr_20_31_02_21","","Pr Products","damp-proof course joint sealer adhesives","Damp-proof course joint sealer adhesives",
"epoxyResinBasedAdhesives","Pr_20_31_02_26","","Pr Products","epoxy resin-based adhesives","Epoxy resin-based adhesives",
"epoxyResinBasedBondingCompounds","Pr_20_31_02_28","","Pr Products","epoxy resin-based bonding compounds","Epoxy resin-based bonding compounds",
"epoxyResinBallastGlues","Pr_20_31_02_29","","Pr Products","epoxy resin ballast glues","Epoxy resin ballast glues",
"gypsumBasedAdhesives","Pr_20_31_02_35","","Pr Products","gypsum-based adhesives","Gypsum-based adhesives",
"heavyDutyPastes","Pr_20_31_02_36","","Pr Products","heavy-duty pastes","Heavy-duty pastes",
"hotAppliedBitumenBondingCompounds","Pr_20_31_02_37","","Pr Products","hot-applied bitumen bonding compounds","Hot-applied bitumen bonding compounds",
"highPerformanceReadyMixedAdhesives","Pr_20_31_02_38","","Pr Products","high-performance ready-mixed adhesives","High-performance ready-mixed adhesives",
"masonryInjectionResins","Pr_20_31_02_50","","Pr Products","masonry injection resins","Masonry injection resins",
"modifiedSilane","Pr_20_31_02_52","","Pr Products","modified silane","Modified silane (MS) polymer adhesives",
"naturalRubberBasedAndLatexAdhesives","Pr_20_31_02_56","","Pr Products","natural rubber-based and latex adhesives","Natural rubber-based and latex adhesives",
"nonBitumenBasedBondingCompounds","Pr_20_31_02_57","","Pr Products","non-bitumen-based bonding compounds","Non-bitumen-based bonding compounds",
"overlapAndBorderAdhesives","Pr_20_31_02_59","","Pr Products","overlap and border adhesives","Overlap and border adhesives",
"parchmentSize","Pr_20_31_02_60","","Pr Products","parchment size","Parchment size",
"phenolicResorcinolAndFormaldehydeBasedResin","Pr_20_31_02_61","","Pr Products","phenolic, resorcinol and formaldehyde-based resin","Phenolic, resorcinol and formaldehyde-based resin (PRF) thermosetting adhesives",
"polyurethane","Pr_20_31_02_62","","Pr Products","polyurethane","Polyurethane (PUR) adhesives",
"polyurethane","Pr_20_31_02_63","","Pr Products","polyurethane","Polyurethane (PUR) ballast reinforcement",
"polyurethane","Pr_20_31_02_64","","Pr Products","polyurethane","Polyurethane (PUR) based resin binders",
"polyvinylAcetate","Pr_20_31_02_65","","Pr Products","polyvinyl acetate","Polyvinyl acetate (PVAc) adhesives",
"polyvinylAcetate","Pr_20_31_02_66","","Pr Products","polyvinyl acetate","Polyvinyl acetate (PVAc) bonding compounds",
"resinBinders","Pr_20_31_02_71","","Pr Products","resin binders","Resin binders",
"sodiumSilicateBinders","Pr_20_31_02_76","","Pr Products","sodium silicate binders","Sodium silicate binders",
"solventBasedSyntheticRubberResinAdhesives","Pr_20_31_02_80","","Pr Products","solvent-based synthetic rubber resin adhesives","Solvent-based synthetic rubber resin adhesives",
"solventFreeCelluloseAdhesives","Pr_20_31_02_81","","Pr Products","solvent-free cellulose adhesives","Solvent-free cellulose adhesives",
"solventFreeSyntheticRubberResinAdhesives","Pr_20_31_02_82","","Pr Products","solvent-free synthetic rubber resin adhesives","Solvent-free synthetic rubber resin adhesives",
"styreneButadieneRubber","Pr_20_31_02_84","","Pr Products","styrene butadiene rubber","Styrene butadiene rubber (SBR) bonding compounds",
"syntheticBondingCompounds","Pr_20_31_02_85","","Pr Products","synthetic bonding compounds","Synthetic bonding compounds",
"tileAdhesives","Pr_20_31_02_89","","Pr Products","tile adhesives","Tile adhesives",
"vermiculiteBasedAdhesives","Pr_20_31_02_94","","Pr Products","vermiculite-based adhesives","Vermiculite-based adhesives",
"vinylAdhesives","Pr_20_31_02_95","","Pr Products","vinyl adhesives","Vinyl adhesives",
"weldingPasteAndSolvents","Pr_20_31_02_97","","Pr Products","welding paste and solvents","Welding paste and solvents",
"admixtures","Pr_20_31_03","","Pr Products","admixtures","Admixtures",
"adherenceProofingConcreteAdmixtures","Pr_20_31_03_01","","Pr Products","adherence proofing concrete admixtures","Adherence proofing concrete admixtures",
"airEntrainingAndPlasticizingConcreteAdmixtures","Pr_20_31_03_02","","Pr Products","air entraining and plasticizing concrete admixtures","Air entraining and plasticizing concrete admixtures",
"airEntrainingAndPlasticizingMortarAndScreedAdmixtures","Pr_20_31_03_03","","Pr Products","air entraining and plasticizing mortar and screed admixtures","Air entraining and plasticizing mortar and screed admixtures",
"concreteExpandingAgents","Pr_20_31_03_15","","Pr Products","concrete expanding agents","Concrete expanding agents",
"concreteFoamingAgents","Pr_20_31_03_16","","Pr Products","concrete foaming agents","Concrete foaming agents",
"corrosionInhibitingAdmixtures","Pr_20_31_03_17","","Pr Products","corrosion inhibiting admixtures","Corrosion inhibiting admixtures",
"frostProofingConcreteAdmixtures","Pr_20_31_03_31","","Pr Products","frost-proofing concrete admixtures","Frost-proofing concrete admixtures",
"hardeningAndAcceleratingConcreteAdmixtures","Pr_20_31_03_36","","Pr Products","hardening and accelerating concrete admixtures","Hardening and accelerating concrete admixtures",
"highRangeWaterReducingAndSuperplasticizingConcreteAdmixtures","Pr_20_31_03_38","","Pr Products","high-range water-reducing and superplasticizing concrete admixtures","High-range water-reducing and superplasticizing concrete admixtures",
"midRangeWaterReducingAndSuperplasticizingConcreteAdmixtures","Pr_20_31_03_52","","Pr Products","mid-range water-reducing and superplasticizing concrete admixtures","Mid-range water-reducing and superplasticizing concrete admixtures",
"oilProofingConcreteAdmixtures","Pr_20_31_03_58","","Pr Products","oil proofing concrete admixtures","Oil proofing concrete admixtures",
"polymerAdmixtures","Pr_20_31_03_64","","Pr Products","polymer admixtures","Polymer admixtures",
"setAcceleratingConcreteAdmixtures","Pr_20_31_03_76","","Pr Products","set-accelerating concrete admixtures","Set-accelerating concrete admixtures",
"setAcceleratingWaterReducingAndPlasticizingConcreteAdmixtures","Pr_20_31_03_77","","Pr Products","set-accelerating, water-reducing and plasticizing concrete admixtures","Set-accelerating, water-reducing and plasticizing concrete admixtures",
"setRetardingConcreteMortarAndPlasterAdmixtures","Pr_20_31_03_78","","Pr Products","set-retarding concrete, mortar and plaster admixtures","Set-retarding concrete, mortar and plaster admixtures",
"setRetardingHighRangeWaterReducingAndSuperplasticizingConcreteAdmixtures","Pr_20_31_03_79","","Pr Products","set-retarding, high-range water-reducing and superplasticizing concrete admixtures","Set-retarding, high-range water-reducing and superplasticizing concrete admixtures",
"setRetardingWaterReducingAndPlasticizingConcreteAdmixtures","Pr_20_31_03_80","","Pr Products","set-retarding, water-reducing and plasticizing concrete admixtures","Set-retarding, water-reducing and plasticizing concrete admixtures",
"sprayedConcreteAdmixtures","Pr_20_31_03_84","","Pr Products","sprayed concrete admixtures","Sprayed concrete admixtures",
"viscosityModifyingAdmixtures","Pr_20_31_03_94","","Pr Products","viscosity modifying admixtures","Viscosity modifying admixtures",
"waterproofingConcreteAdmixtures","Pr_20_31_03_95","","Pr Products","waterproofing concrete admixtures","Waterproofing concrete admixtures",
"waterproofingMortarAdmixtures","Pr_20_31_03_96","","Pr Products","waterproofing mortar admixtures","Waterproofing mortar admixtures",
"waterReducingAndPlasticizingConcreteAdmixtures","Pr_20_31_03_97","","Pr Products","water-reducing and plasticizing concrete admixtures","Water-reducing and plasticizing concrete admixtures",
"waterRetainingConcreteAdmixtures","Pr_20_31_03_98","","Pr Products","water-retaining concrete admixtures","Water-retaining concrete admixtures",
"aggregates","Pr_20_31_04","","Pr Products","aggregates","Aggregates",
"airCooledSteelSlag","Pr_20_31_04_01","","Pr Products","air-cooled steel slag","Air-cooled steel slag",
"allInNormalAndHeavyweightAggregates","Pr_20_31_04_02","","Pr Products","all-in normal and heavyweight aggregates","All-in normal and heavyweight aggregates",
"armourstoneCoarseAggregates","Pr_20_31_04_04","","Pr Products","armourstone coarse aggregates","Armourstone coarse aggregates",
"barytesAggregates","Pr_20_31_04_05","","Pr Products","barytes aggregates","Barytes aggregates",
"baseBedAndFillAllInAggregates","Pr_20_31_04_06","","Pr Products","base, bed and fill all-in aggregates","Base, bed and fill all-in aggregates",
"baseBedAndFillCoarseAggregates","Pr_20_31_04_07","","Pr Products","base, bed and fill coarse aggregates","Base, bed and fill coarse aggregates",
"baseBedAndFillFineAggregates","Pr_20_31_04_08","","Pr Products","base, bed and fill fine aggregates","Base, bed and fill fine aggregates",
"blindingCoarseAggregates","Pr_20_31_04_09","","Pr Products","blinding coarse aggregates","Blinding coarse aggregates",
"blindingFineAggregates","Pr_20_31_04_10","","Pr Products","blinding fine aggregates","Blinding fine aggregates",
"bondedSurfacingDecorativeAggregates","Pr_20_31_04_11","","Pr Products","bonded surfacing decorative aggregates","Bonded surfacing decorative aggregates",
"coarseGeneralAggregates","Pr_20_31_04_13","","Pr Products","coarse general aggregates","Coarse general aggregates",
"coarseLightweightAggregatesForConcreteAndMortar","Pr_20_31_04_15","","Pr Products","coarse lightweight aggregates for concrete and mortar","Coarse lightweight aggregates for concrete and mortar",
"coarseNormalAndHeavyweightAggregates","Pr_20_31_04_16","","Pr Products","coarse normal and heavyweight aggregates","Coarse normal and heavyweight aggregates",
"crushedStoneAggregates","Pr_20_31_04_20","","Pr Products","crushed stone aggregates","Crushed stone aggregates",
"expandedClayLightweightAggregates","Pr_20_31_04_25","","Pr Products","expanded clay lightweight aggregates","Expanded clay lightweight aggregates",
"expandedGlassAggregates","Pr_20_31_04_26","","Pr Products","expanded glass aggregates","Expanded glass aggregates",
"expandedSlagAggregates","Pr_20_31_04_27","","Pr Products","expanded slag aggregates","Expanded slag aggregates",
"expandedSlateAggregates","Pr_20_31_04_28","","Pr Products","expanded slate aggregates","Expanded slate aggregates",
"fineAggregates","Pr_20_31_04_29","","Pr Products","fine aggregates","Fine aggregates",
"fineGeneralAggregates","Pr_20_31_04_30","","Pr Products","fine general aggregates","Fine general aggregates",
"fineLightweightAggregatesForConcreteAndMortar","Pr_20_31_04_31","","Pr Products","fine lightweight aggregates for concrete and mortar","Fine lightweight aggregates for concrete and mortar",
"fineNormalAndHeavyweightAggregates","Pr_20_31_04_32","","Pr Products","fine normal and heavyweight aggregates","Fine normal and heavyweight aggregates",
"granularCorkAggregates","Pr_20_31_04_35","","Pr Products","granular cork aggregates","Granular cork aggregates",
"ironOreAggregates","Pr_20_31_04_42","","Pr Products","iron ore aggregates","Iron ore aggregates",
"jointingFineAggregates","Pr_20_31_04_44","","Pr Products","jointing fine aggregates","Jointing fine aggregates",
"layingCourseFineAggregates","Pr_20_31_04_46","","Pr Products","laying course fine aggregates","Laying course fine aggregates",
"lightweightAggregates","Pr_20_31_04_47","","Pr Products","lightweight aggregates","Lightweight aggregates",
"looseSurfacingDecorativeAggregates","Pr_20_31_04_48","","Pr Products","loose surfacing decorative aggregates","Loose surfacing decorative aggregates",
"mortarAllInAggregates","Pr_20_31_04_51","","Pr Products","mortar all-in aggregates","Mortar all-in aggregates",
"mortarCoarseAggregates","Pr_20_31_04_52","","Pr Products","mortar coarse aggregates","Mortar coarse aggregates",
"mortarFineAggregates","Pr_20_31_04_53","","Pr Products","mortar fine aggregates","Mortar fine aggregates",
"naturalStoneAggregates","Pr_20_31_04_56","","Pr Products","natural stone aggregates","Natural stone aggregates",
"naturalStoneDusts","Pr_20_31_04_57","","Pr Products","natural stone dusts","Natural stone dusts",
"oysterShells","Pr_20_31_04_59","","Pr Products","oyster shells","Oyster shells",
"peaGravel","Pr_20_31_04_60","","Pr Products","pea gravel","Pea gravel",
"perliteAggregates","Pr_20_31_04_61","","Pr Products","perlite aggregates","Perlite aggregates",
"permeableLayingCourseAggregates","Pr_20_31_04_62","","Pr Products","permeable laying course aggregates","Permeable laying course aggregates",
"recycledLightweightAggregates","Pr_20_31_04_71","","Pr Products","recycled lightweight aggregates","Recycled lightweight aggregates",
"recycledRubberGranules","Pr_20_31_04_72","","Pr Products","recycled rubber granules","Recycled rubber granules",
"scrapIronAggregates","Pr_20_31_04_77","","Pr Products","scrap iron aggregates","Scrap iron aggregates",
"singleSizedAggregates","Pr_20_31_04_79","","Pr Products","single sized aggregates","Single sized aggregates",
"soilImprovementAggregates","Pr_20_31_04_80","","Pr Products","soil improvement aggregates","Soil improvement aggregates",
"surfaceDressingAggregates","Pr_20_31_04_85","","Pr Products","surface dressing aggregates","Surface dressing aggregates",
"surfaceTreatmentFineAggregates","Pr_20_31_04_86","","Pr Products","surface treatment fine aggregates","Surface treatment fine aggregates",
"vermiculiteAggregates","Pr_20_31_04_94","","Pr Products","vermiculite aggregates","Vermiculite aggregates",
"cementsAndLimes","Pr_20_31_12","","Pr Products","cements and limes","Cements and limes",
"calciumAluminateCements","Pr_20_31_12_11","","Pr Products","calcium aluminate cements","Calcium aluminate cements",
"cementReplacementMaterials","Pr_20_31_12_13","","Pr Products","cement replacement materials","Cement replacement materials",
"hydratedLimes","Pr_20_31_12_38","","Pr Products","hydrated limes","Hydrated limes",
"hydraulicLimes","Pr_20_31_12_39","","Pr Products","hydraulic limes","Hydraulic limes",
"masonryCements","Pr_20_31_12_50","","Pr Products","masonry cements","Masonry cements",
"nonHydraulicLimePutties","Pr_20_31_12_57","","Pr Products","non-hydraulic lime putties","Non-hydraulic lime putties",
"nonHydraulicLimes","Pr_20_31_12_58","","Pr Products","non-hydraulic limes","Non-hydraulic limes",
"portlandCements","Pr_20_31_12_60","","Pr Products","portland cements","Portland cements",
"quicklime","Pr_20_31_12_69","","Pr Products","quicklime","Quicklime",
"specialPurposeCements","Pr_20_31_12_80","","Pr Products","special purpose cements","Special purpose cements",
"sulfateResistingPortlandCements","Pr_20_31_12_86","","Pr Products","sulfate-resisting portland cements","Sulfate-resisting Portland cements",
"concretes","Pr_20_31_16","","Pr Products","concretes","Concretes",
"cementBoundGranularMixtures","Pr_20_31_16_12","","Pr Products","cement-bound granular mixtures","Cement-bound granular mixtures",
"designatedConcrete","Pr_20_31_16_21","","Pr Products","designated concrete","Designated concrete",
"designedConcrete","Pr_20_31_16_22","","Pr Products","designed concrete","Designed concrete",
"fineBeddingConcretes","Pr_20_31_16_29","","Pr Products","fine bedding concretes","Fine bedding concretes",
"flyAshBoundMixtures","Pr_20_31_16_30","","Pr Products","fly ash bound mixtures","Fly ash bound mixtures",
"foamedConcrete","Pr_20_31_16_31","","Pr Products","foamed concrete","Foamed concrete",
"highStrengthConcrete","Pr_20_31_16_37","","Pr Products","high strength concrete","High strength concrete",
"hydraulicRoadBinderBoundMixtures","Pr_20_31_16_39","","Pr Products","hydraulic road binder bound mixtures","Hydraulic road binder bound mixtures",
"normalClassConcretes","Pr_20_31_16_56","","Pr Products","normal-class concretes","Normal-class concretes",
"preBlendedConcretes","Pr_20_31_16_66","","Pr Products","pre-blended concretes","Pre-blended concretes",
"prescribedConcrete","Pr_20_31_16_67","","Pr Products","prescribed concrete","Prescribed concrete",
"proprietaryConcretes","Pr_20_31_16_68","","Pr Products","proprietary concretes","Proprietary concretes",
"resinConcretes","Pr_20_31_16_70","","Pr Products","resin concretes","Resin concretes",
"romanConcretes","Pr_20_31_16_72","","Pr Products","roman concretes","Roman concretes",
"selfCompactingConcretes","Pr_20_31_16_76","","Pr Products","self-compacting concretes","Self-compacting concretes",
"slagBoundMixtures","Pr_20_31_16_78","","Pr Products","slag-bound mixtures","Slag-bound mixtures",
"smallAreaRepairConcretes","Pr_20_31_16_80","","Pr Products","small-area repair concretes","Small-area repair concretes",
"specialClassPerformanceConcretes","Pr_20_31_16_82","","Pr Products","special-class performance concretes","Special-class performance concretes",
"specialClassPrescriptionConcretes","Pr_20_31_16_83","","Pr Products","special-class prescription concretes","Special-class prescription concretes",
"sprayedConcretes","Pr_20_31_16_84","","Pr Products","sprayed concretes","Sprayed concretes",
"standardizedPrescribedConcrete","Pr_20_31_16_85","","Pr Products","standardized prescribed concrete","Standardized prescribed concrete",
"ultraHighPerformanceConcrete","Pr_20_31_16_92","","Pr Products","ultra-high-performance concrete","Ultra-high-performance concrete",
"granulesAndPowders","Pr_20_31_35","","Pr Products","granules and powders","Granules and powders",
"diatomaceousEarth","Pr_20_31_35_22","","Pr Products","diatomaceous earth","Diatomaceous earth",
"flyAsh","Pr_20_31_35_30","","Pr Products","fly ash","Fly ash",
"granulatedBlastFurnaceSlag","Pr_20_31_35_33","","Pr Products","granulated blast furnace slag","Granulated blast furnace slag",
"groundGranulatedBlastFurnaceSlag","Pr_20_31_35_34","","Pr Products","ground granulated blast furnace slag","Ground granulated blast furnace slag",
"gypsum","Pr_20_31_35_35","","Pr Products","gypsum","Gypsum",
"limestoneFines","Pr_20_31_35_47","","Pr Products","limestone fines","Limestone fines",
"marbleDust","Pr_20_31_35_50","","Pr Products","marble dust","Marble dust",
"metakaolin","Pr_20_31_35_51","","Pr Products","metakaolin","Metakaolin",
"microsilica","Pr_20_31_35_52","","Pr Products","microsilica","Microsilica",
"mineralPigments","Pr_20_31_35_53","","Pr Products","mineral pigments","Mineral pigments",
"naturalPozzolan","Pr_20_31_35_56","","Pr Products","natural pozzolan","Natural pozzolan",
"partiallyGroundGranulatedBlastFurnaceSlag","Pr_20_31_35_60","","Pr Products","partially ground granulated blast furnace slag","Partially ground granulated blast furnace slag",
"plasterOfParis","Pr_20_31_35_62","","Pr Products","plaster of paris","Plaster of Paris",
"sawdust","Pr_20_31_35_75","","Pr Products","sawdust","Sawdust",
"siliconCarbidePowder","Pr_20_31_35_78","","Pr Products","silicon carbide powder","Silicon carbide powder",
"silicaFume","Pr_20_31_35_81","","Pr Products","silica fume","Silica fume",
"sinteredPulverizedFuelAsh","Pr_20_31_35_82","","Pr Products","sintered pulverized fuel ash","Sintered pulverized fuel ash",
"syntheticFoamGranules","Pr_20_31_35_86","","Pr Products","synthetic foam granules","Synthetic foam granules",
"mortarsAndGrouts","Pr_20_31_53","","Pr Products","mortars and grouts","Mortars and grouts",
"brickSlipAdhesiveMortars","Pr_20_31_53_08","","Pr Products","brick slip adhesive mortars","Brick slip adhesive mortars",
"cementGaugedDesignedMortars","Pr_20_31_53_10","","Pr Products","cement-gauged designed mortars","Cement-gauged designed mortars",
"cementGaugedMortars","Pr_20_31_53_11","","Pr Products","cement-gauged mortars","Cement-gauged mortars",
"cementitiousAndReactionResinGrouts","Pr_20_31_53_12","","Pr Products","cementitious and reaction resin grouts","Cementitious and reaction resin grouts",
"cementitiousGrouts","Pr_20_31_53_13","","Pr Products","cementitious grouts","Cementitious grouts",
"cementitiousTankingMortars","Pr_20_31_53_14","","Pr Products","cementitious tanking mortars","Cementitious tanking mortars",
"concreteRepairMortars","Pr_20_31_53_15","","Pr Products","concrete repair mortars","Concrete repair mortars",
"cementitiousTilingGrouts","Pr_20_31_53_16","","Pr Products","cementitious tiling grouts","Cementitious tiling grouts",
"crystallizationActiveSlurryMortars","Pr_20_31_53_18","","Pr Products","crystallization active slurry mortars","Crystallization active slurry mortars",
"epoxyMortars","Pr_20_31_53_26","","Pr Products","epoxy mortars","Epoxy mortars",
"epoxyResinGrouts","Pr_20_31_53_27","","Pr Products","epoxy resin grouts","Epoxy resin grouts",
"epoxyResinModifiedCementitiousSlurries","Pr_20_31_53_28","","Pr Products","epoxy resin-modified cementitious slurries","Epoxy resin-modified cementitious slurries",
"fibreReinforcedPolymerModifiedCementitiousMortars","Pr_20_31_53_30","","Pr Products","fibre-reinforced polymer-modified cementitious mortars","Fibre-reinforced polymer-modified cementitious mortars",
"fireResistingMortars","Pr_20_31_53_31","","Pr Products","fire-resisting mortars","Fire-resisting mortars",
"generalPurposeCement:sandMortars","Pr_20_31_53_32","","Pr Products","general purpose cement:sand mortars","General purpose cement:sand mortars",
"glassBlockJointingMortars","Pr_20_31_53_33","","Pr Products","glass block jointing mortars","Glass block jointing mortars",
"glassBlockPointingMortars","Pr_20_31_53_34","","Pr Products","glass block pointing mortars","Glass block pointing mortars",
"hydraulicLimeMortars","Pr_20_31_53_39","","Pr Products","hydraulic lime mortars","Hydraulic lime mortars",
"injectionGrouts","Pr_20_31_53_40","","Pr Products","injection grouts","Injection grouts",
"injectionMortarDampProofCourses","Pr_20_31_53_41","","Pr Products","injection mortar damp-proof courses","Injection mortar damp-proof courses",
"injectionMortars","Pr_20_31_53_42","","Pr Products","injection mortars","Injection mortars",
"intumescentMortars","Pr_20_31_53_43","","Pr Products","intumescent mortars","Intumescent mortars",
"lightweightMasonryMortars","Pr_20_31_53_47","","Pr Products","lightweight masonry mortars","Lightweight masonry mortars",
"masonryGrout","Pr_20_31_53_50","","Pr Products","masonry grout","Masonry grout",
"metalAnchorAndFixingsGrouts","Pr_20_31_53_52","","Pr Products","metal anchor and fixings grouts","Metal anchor and fixings grouts",
"mortarRepairMortar","Pr_20_31_53_54","","Pr Products","mortar repair mortar","Mortar repair mortar",
"pavingJointingMortars","Pr_20_31_53_60","","Pr Products","paving jointing mortars","Paving jointing mortars",
"pavingLayingCourseMortars","Pr_20_31_53_61","","Pr Products","paving laying course mortars","Paving laying course mortars",
"pavingUnitPrimingSlurryMortars","Pr_20_31_53_62","","Pr Products","paving unit priming slurry mortars","Paving unit priming slurry mortars",
"polyesterResinGrouts","Pr_20_31_53_64","","Pr Products","polyester resin grouts","Polyester resin grouts",
"polymerModifiedCementitiousMortars","Pr_20_31_53_65","","Pr Products","polymer-modified cementitious mortars","Polymer-modified cementitious mortars",
"polymerModifiedCementitiousSlurries","Pr_20_31_53_66","","Pr Products","polymer-modified cementitious slurries","Polymer-modified cementitious slurries",
"resinGrouts","Pr_20_31_53_71","","Pr Products","resin grouts","Resin grouts",
"selfHardeningSlurryMixes","Pr_20_31_53_76","","Pr Products","self-hardening slurry mixes","Self-hardening slurry mixes",
"silicaGrouts","Pr_20_31_53_79","","Pr Products","silica grouts","Silica grouts",
"thinLayerMortars","Pr_20_31_53_88","","Pr Products","thin-layer mortars","Thin-layer mortars",
"thixotropicResinGrouts","Pr_20_31_53_90","","Pr Products","thixotropic resin grouts","Thixotropic resin grouts",
"waterproofMortars","Pr_20_31_53_96","","Pr Products","waterproof mortars","Waterproof mortars",
"naturalResins","Pr_20_31_56","","Pr Products","natural resins","Natural resins",
"balsamResins","Pr_20_31_56_11","","Pr Products","balsam resins","Balsam resins",
"benzoinResins","Pr_20_31_56_13","","Pr Products","benzoin resins","Benzoin resins",
"copalResins","Pr_20_31_56_16","","Pr Products","copal resins","Copal resins",
"damarResins","Pr_20_31_56_21","","Pr Products","damar resins","Damar resins",
"lacquerResins","Pr_20_31_56_46","","Pr Products","lacquer resins","Lacquer resins",
"masticResins","Pr_20_31_56_50","","Pr Products","mastic resins","Mastic resins",
"shellacResins","Pr_20_31_56_77","","Pr Products","shellac resins","Shellac resins",
"turpentineResins","Pr_20_31_56_91","","Pr Products","turpentine resins","Turpentine resins",
"syntheticResins","Pr_20_31_86","","Pr Products","synthetic resins","Synthetic resins",
"acetalResins","Pr_20_31_86_01","","Pr Products","acetal resins","Acetal resins",
"acrylicResins","Pr_20_31_86_02","","Pr Products","acrylic resins","Acrylic resins",
"acrylonitrileButadieneStyrene","Pr_20_31_86_03","","Pr Products","acrylonitrile butadiene styrene","Acrylonitrile butadiene styrene (ABS) resins",
"alkydResins","Pr_20_31_86_04","","Pr Products","alkyd resins","Alkyd resins",
"epoxyResins","Pr_20_31_86_27","","Pr Products","epoxy resins","Epoxy resins",
